Hugo_Symbol	Entrez_Gene_Id	01CO001	01CO005	01CO006	01CO008	01CO013	01CO014	01CO015	01CO019	01CO022	05CO002	05CO003	05CO005	05CO006	05CO007	05CO011	05CO014	05CO015	05CO020	05CO026	05CO028	05CO029	05CO032	05CO033	05CO034	05CO035	05CO037	05CO039	05CO041	05CO044	05CO045	05CO047	05CO048	05CO049	05CO050	05CO053	05CO054	05CO055	06CO001	06CO002	09CO005	09CO006	09CO008	09CO011	09CO013	09CO014	09CO015	09CO018	09CO019	09CO022	11CO005	11CO007	11CO008	11CO010	11CO018	11CO019	11CO020	11CO021	11CO022	11CO027	11CO030	11CO031	11CO032	11CO033	11CO036	11CO037	11CO039	11CO042	11CO043	11CO044	11CO045	11CO047	11CO048	11CO051	11CO052	11CO053	11CO054	11CO057	11CO058	11CO059	11CO060	11CO061	11CO062	11CO070	11CO072	11CO077	11CO079	14CO002	14CO003	14CO005	15CO001	15CO002	16CO002	16CO003	16CO006	16CO011	16CO012	20CO001	20CO003	20CO004	20CO007	21CO006	21CO007	22CO004	22CO006	24CO005	27CO004
GABPB2	126626	8.0112	8.0821	8.585	9.3038	8.4051	9.403	8.29	8.1699	8.9218	8.3487	8.375	7.7347	7.2946	8.0444	8.5118	8.5236	7.8265	7.9715	8.5392	8.2479	8.098	8.2288	7.8265	8.1649	8.2143	8.0875	9.5236	7.2479	7.9069	8.5078	7.9542	8.3923	8.1799	8.633	8.2946	8.4263	8.5314	7.2192	8.1447	8.4429	8.0279	8.2992	8.8106	7.6294	8.7846	8.0768	7.9307	8.4757	8.1548	8.2336	8.5038	7.7814	8.0168	8.2143	7.6294	8.5157	8.4553	8.2336	8.3443	8.6257	9.7296	8.4838	8.0389	8.6221	8.3531	8	8.7108	8.5812	8.4878	8.2046	8.5236	8.4959	8.2288	7.8887	8.1396	7.9189	8.2046	8.0279	8.5353	8.4346	7.7549	8.0661	8.5038	8.1749	8.2336	8.4717	7.9129	8.224	8.1033	8.4051	7.9129	9.1898	7.9773	8.0715	8.2384	7.8329	8.6582	8.0224	8.3399	8.8517	7.7004	8.6689	8.2527	8.0821	8.0768	8.4512
GABRE	2564	6.1497	6.9542	7.8329	9.3376	9.137	6.7415	8.2621	9.4388	7.0875	10.421	8.0715	8.0607	5.7814	9.8933	10.93	9.6777	5.585	8.9687	8.9307	6.0224	8.1799	3.8074	7.2668	9.2877	10.0888	5.4594	7.1898	5.8329	8.3663	9.1649	9.3531	8.0768	8.7682	7.3837	7.2384	8.0389	10.7591	9.4471	10.1007	8.5314	8.1085	9.5981	8.9944	9.7879	8.4717	8.7482	6.4594	8.5584	9.2691	7.4676	4.8074	7.4263	8.8765	9.7125	10.0539	8.5507	8.4959	10.7398	6.3399	10.8065	5.5546	6.585	7.5392	6.5546	8.9658	7.1396	11.332	10.9723	8.1497	10.4645	9.3197	8.69	7.9542	9.0741	9.0084	10.4252	9.9144	9.3106	6.9658	9.8688	5.3219	6.4429	7.4594	9.5118	10.3242	8.7245	8.5507	8.3219	8.1497	8.7415	8.9454	8.9396	9.2854	10.4273	9.1649	7.5622	8.3663	7.2668	8.1189	8.5661	9.4179	9.9744	8.5812	7.6294	7.7944	8.9658
GADD45A	1647	9.0661	8.4094	8.6475	8.0112	9.2143	8.9687	9.1497	9.3376	8.7912	8.8009	9.7022	9.8673	9.9174	9.1497	8.4635	8.7814	9.3663	8.8202	8.9248	8.7649	8.6546	9.0848	9.3174	9.0875	9.2167	9.2738	7.8138	9.4073	11.6987	8.611	9.1972	8.9039	8.5887	9.8439	8.6511	8.6221	9.0928	9.2715	9.0224	10.5632	8.5887	8.9687	7.9129	9.1447	9.1085	8.1241	8.7715	9.1137	8.9039	8.9248	9.9944	9.4998	8.9542	9.944	8.9571	8.1649	8.9248	8.9513	9.1497	8.1898	8.5622	7.9542	9.1033	8.69	8.5736	8.9887	8	9.2119	8.4553	8.9218	8.7582	9.2192	9.4553	8.9629	8.5699	8.3707	9.2264	9.7142	9.1972	8.7313	9.4676	9.2946	9.1241	8.4553	9.0168	8.0607	8.0279	8.4553	9.6202	8.7245	9.2432	8.8642	8.3794	9.5868	8.5314	8.5078	8.5353	8.8486	8.1033	9.3015	9.2216	9.0768	8.388	9.3465	9.0168	8.9744
GADD45B	4616	8.0715	7.6795	8.0112	8.3794	8.8857	9.1447	8.9513	9.5793	8.1948	9.809	9.4367	9.1215	8.2668	9.7616	9.2691	9.1997	10.6891	8.6439	8.9484	8.1649	8.96	8.9801	10.2935	9.0279	9.6275	9.1573	8.2761	9.014	9.8826	9.2761	7.5469	9.9469	8.5774	8.4635	8.676	8.375	10.4533	9.4512	9.7532	8.9887	8.5275	8.3264	7.9129	8.098	9.0688	9.1293	9.1923	9.3531	10.5546	10.0112	9.4136	10.5736	9.2046	10.4409	9.0821	8.5353	9.6147	9.0688	9.3151	9.5038	9.5294	9.8439	9.8887	10.058	9.4491	8.9189	9.4409	9.6312	9.7715	9.2288	9.4656	9.5507	9.1599	9.5488	9.1699	9.9322	9.2384	9.388	10.0835	7.983	10.5008	8.8978	9.8918	9.2432	9.6129	9.5255	8.9454	7.4179	9.7177	8.3531	9.611	9.1573	9.4009	10.2633	9.716	9.6952	10.1724	10.1189	8.0928	8.3576	10.242	9.0168	8.8138	9.8455	10.3231	9.6564
GADD45G	10912	7.0112	6.7279	5.9773	5.7549	6.5236	6.7814	7.0875	5.8074	6.2288	5.6439	6.6294	7.0224	6.2095	6.7142	5.8826	5.5236	6.8202	5.6147	6.9425	5.6147	6.0875	6.2479	4.1699	5.2095	6.3399	6.4263	5.9773	4.8074	5.9542	7.1699	6.3923	5.0875	5.8826	8.0444	7.4757	7.7074	7.1599	6.0444	4.1699	6	7.2384	5.3219	6.9189	6.5392	6.3038	6.2668	5.5546	6.5078	7.6294	8.6221	6.1085	6.6724	7.1699	7.1497	5	7.1497	6.0875	6.6439	6.6582	6.7415	6.5078	8.9009	6.1699	7.4594	5.9307	7.5774	6.375	6.9307	5.9069	6.2668	5	6.9773	5.858	5.7279	5.6439	5.7004	5.2854	7.0224	6.7682	5.8329	6.8948	6.6439	5.858	6.6865	6.3219	6.0875	3.4594	5.7814	7.9887	5.4919	5.8826	6.8455	7.1497	6.4263	7.5546	7.1699	4.9542	6.1085	4.6439	6.1085	6.2479	5.4919	7.7879	5.3923	5.7004	5.9542
GADD45GIP1	90480	9.3421	10.1984	9.0498	9.403	9.2046	10.4471	10.0901	9.9498	10.275	8.817	9.2644	11.0161	9.5981	9.3421	8.7682	9.5981	10.5333	8.9687	9.8994	10.545	10.6027	11.432	9.7432	9.1997	8.6475	9.2969	9.6935	10.8971	9.941	10.6064	10.0348	10.444	9.96	11.2348	11.1755	10.1459	10.5078	9.5137	9.0251	9.207	10.0389	9.1923	9.4388	9.2854	8.7616	10.0647	10.5565	10.3287	10.207	9.9498	10.8588	10.5226	10.5206	10.1774	8.983	9.2384	8.098	9.2644	10.8657	9.7313	10.7271	10.6768	9.5999	10.9672	9.96	10.4696	9.3772	10.0471	9.3465	9.6952	9.0848	9.137	9.6036	10.4221	9.9571	9.7074	9.2143	9.858	10.6393	9.9658	11.1699	9.9643	10.0941	9.6653	10.0014	8.7347	10.3106	9.1724	11.0417	8.9218	9.8408	10.5727	10.1447	10.4838	9.8918	10.3815	9.5216	9.9218	10.007	10.3597	10.3805	9.8329	9.6493	9.8297	10.6257	10.5187
GAK	2580	10.5613	10.584	10.3151	10.9462	10.7339	10.1874	9.6202	10.6466	10.2228	10.7022	11.1799	9.7993	10.3004	10.0888	10.3253	11.1092	10.29	10.9823	10.6448	9.2992	9.1649	8.697	9.0795	9.983	10.9723	10.4398	10.332	10.6874	10.6627	9.9542	11.1357	9.9614	10.9571	10.5878	10.1254	10.9506	9.8826	10.3509	9.5584	10.388	9.3287	10.5953	10.3987	10.6129	10.9564	10.8657	9.1293	9.9513	11.0423	10.9076	10.0485	9.3465	10.8903	11.4346	10.7254	10.5018	10.3309	10.7364	9.9009	10.1046	9.3794	10.2107	10.4778	10.5906	9.9425	9.7194	11.0815	10.2479	10.5661	10.8986	11.0607	11.4346	10.7271	9.8313	10.2312	9.9248	10.5127	10.375	10.3231	9.9099	9.5906	10.8384	10.2204	11.2946	10.0715	10.4315	9.6312	11.6092	10.7448	11.3304	10.2691	10.6987	10.341	10.2574	10.8289	9.4221	9.6724	9.7448	10.7322	10.4346	9.7448	10.0389	10.7805	9.7846	8.6147	10.5689
GAL	51083	8.1137	1.585	5.9773	4.3219	8.6294	9.9366	2.585	7.2761	1	6.4429	0	8.6689	1	3.7004	7.0224	7.3923	7.0661	6.5699	7.3309	5.2854	4.1699	4.1699	5	3.1699	4.8074	5.3923	0	2	8.8948	4.4594	3.4594	4.9542	5.3219	4.2479	9.2216	4.8074	4.8074	5	5.2095	4.0875	5.6439	7.4757	1.585	2.8074	5.5236	6.6865	6.0661	3.585	4.5236	6.4919	4.1699	6.7415	7.7879	7.4263	2.585	6.1699	3.7004	7.1293	8.1799	7.4179	5.1699	6.9189	8.4717	8.6582	8.5661	8.1033	6.9773	8.7313	8.1447	6.4757	8.6653	6.3399	8.3443	7.96	8.2621	6.9307	5.8074	7.3487	2.585	7.8455	7.5314	9.058	8.5353	7.9307	6.375	6.2095	8.983	4.9542	8.1447	5.9542	5.1699	8.29	7.1799	7.5392	5.6439	6.6294	7.8642	8.2384	6.8074	3.4594	8.8041	4.858	2.585	6.9773	5.2854	6.858
GAL3ST1	9514	5.7279	3.4594	3.9069	6.1898	3.9069	6.3399	6.7944	5.0875	3.9069	4.7004	5.9542	8.4429	1	6.4594	6.4263	4	4.4594	6.2479	5.6724	6.1898	5.3219	5.4263	4.7549	5.8826	5.4263	6	6.2288	4	3.8074	6.1898	4.1699	3.8074	5.585	7.9248	5.7279	6.6865	7.3663	5.3576	4.6439	5.7004	5.7279	5.7549	5.3923	7.1699	4.9542	6	6.9658	6.2288	5.6439	7.9069	4.5236	7.5925	5.9069	6.8826	6.1699	4.2479	5.3576	6.6724	6.2854	5.3219	6.5699	7.1699	5.6147	3	5.4919	5.7279	5.3923	6.4263	5.4594	5.2854	3.7004	5.8826	4.858	4.3219	5.2095	5.9307	4.3219	6.9307	5.4263	6.1699	5.7004	5.4919	5.0444	4.585	6.0875	5.8826	3.8074	6.4263	7.5774	4.7004	6.0444	7.4676	6.3923	6.2095	6.8074	6.6294	3.8074	2.585	4.6439	5.2479	4.6439	5.4919	6.4263	4.7549	5.2095	4.585
GAL3ST2	64090	6.7142	7.9009	6.4594	6.7415	5.2854	5.5236	2.3219	6.5078	7.9307	4.8074	4.9542	5.6724	6	3.1699	6.7814	7.5236	3.7004	7.1699	6.7004	1.585	1.585	3.9069	1	5.2095	6.0661	7.4179	1	0	2.8074	5.1293	5.9307	2	6.4263	4.8074	3.1699	6.4594	4	2.8074	1	6.4263	5.858	6.585	7.6935	4.9069	4.3923	5.2854	3.3219	1	5.0875	6.9887	3	1.585	6.0875	7.0875	3.8074	7.8074	6.0875	5.9307	2.3219	4.1699	1.585	7.098	5.5546	3.8074	6.5392	1.585	6.5392	3.1699	6.3038	5.8826	5.3576	6.2479	7.2668	4	4.4594	3.1699	5.4919	6	0	4.0875	1	7.9887	4.585	6.6724	6.5546	7.6935	3.585	6.8948	2.8074	7.8765	5.8826	6.3038	4.7004	5.585	6.4429	3.4594	5.1699	2.585	4.585	6.6865	3.585	2.8074	5.8329	2	1.585	6.2288
GAL3ST4	79690	6.7944	6.8704	7.1699	7.0112	7.4009	5.4919	6.6294	6.2288	5.5236	7.8455	7.7482	4.858	6.585	6.1497	6.9542	6.1293	6.3038	6.7682	6.4919	6.8704	4.858	4.585	6.8704	7.4594	7.375	7.1699	7.3663	6.6147	7.4009	7.1599	6.8074	6.6147	6.5546	6.5236	5.4919	6.8826	6.858	6.8455	7.2384	7.3309	5.7279	7.7482	7.1699	6.6724	7.0444	6.4594	4.8074	5.6724	6.0661	8.375	5.9542	6.6582	7.8455	7.7142	8.0768	6.6865	8.7879	6.7142	5.3923	8.0661	4.858	6.8329	7.8455	7.3663	7.4263	5.4919	6.8455	7.2479	7.6073	7.2668	7.5469	8.0821	7.4998	7.2288	7.2946	6.4429	7.6366	6.9425	6.7142	7.1699	5.1699	7.7482	7.9944	7.4009	7	7.8826	6.1497	7.7748	6.5078	7.5157	6.4263	7.2946	6.9425	6.8202	7.4179	6.8948	8.1497	7.9129	6.2854	6.5999	6.0224	7.9248	7.2288	7.4676	6.3576	7.2192
GALC	2581	10.2574	7.2479	10.5708	9.2143	10.0808	8.5353	10.4367	9.2432	6.9425	10.1762	8.3038	10.0661	8.1293	10.5831	10.0701	8.697	9.1472	8.6366	9.8811	12.1402	8.6724	8.7347	10.5555	10.0526	9	10.242	10.3718	8	6.8826	8.3174	6.5078	9.3309	9.2597	6.7944	10.3015	8.9248	10.5314	9.2503	10.115	10.0182	9.7381	10.2046	8.4676	9.2946	9.3038	8.4009	11.3415	9.6546	7.3038	8.96	8.2336	8.6618	10.988	8.5118	10.9873	10.1497	9.2644	11.1189	8.6618	11.1491	10.0126	9.2119	10.2131	8.9129	9.9715	11.1402	9.545	8.9278	9.2021	9.6129	9.2192	10.1497	8.3663	10.2252	9.0526	9.0821	10.0741	9.5372	9.1523	10.3977	10.1849	8.5812	9.6221	8.0279	9.0444	9.2046	8.8704	9.5216	9.8424	9.2854	9.1319	10.3387	9.0634	9.585	9.3597	8.4305	11.1923	9.2192	8.7616	9.8719	9.7381	9.7262	8.4553	9.7482	9.9787	9.7091
GALE	2582	10.9809	10.9024	10.0795	9.9024	9.5392	11.1517	11.0189	11.1898	11.4533	8.7108	10.0334	10.8289	10.697	10.5507	10.3015	11.1904	10.3729	10.1228	10.9643	10.6439	10.8202	11.0458	10.6926	10.6618	10.1137	10.4388	10.7748	10.3826	9.1396	10.6795	11.4041	10.3674	10.8049	11.5632	10.6804	11.6124	10.7764	10.3309	10.0154	10.3061	11.3476	10.3696	11.1787	10.3674	9.3151	10.5812	10.8842	11.6768	11.526	10.3185	10.4645	11.0492	10.5736	10.3117	10.4094	10.1523	9.7022	9.6165	11.4315	10.8549	11.664	10.2444	10.4083	10.7262	10.5971	9.5603	10.5897	10.4242	10.4263	9.9248	9.9672	10.0848	10.4533	10.4543	9.9189	10.42	9.9915	10.0334	10.1319	9.5868	11.3276	11.0835	10.3487	9.8439	9.2854	10.8502	11.4635	10.5971	10.1737	10.7457	10.6357	10.5613	10.7004	10.2866	10.1861	11.5751	10.445	10.3387	11.0895	10.5401	10.2842	10.567	10.7731	10.0901	11.1954	9.7432
GALK1	2584	8.3174	9.4939	7.5314	7.4838	7.6294	9.2691	9.5527	8.5546	10.1699	7.6147	8.2574	9.8471	7.9944	7.7682	8.3309	7.9425	8.4838	8.4998	8.9189	9.5196	9.3015	10.0875	8.1033	8.6257	7.7944	9.7846	9.7364	8.1948	7.4998	9.0821	8.7142	9.1241	8.6582	9.4656	9.568	8.9571	8.9248	8.6689	8.5353	8.2761	8.9009	8.4388	7.8265	8.8361	7.8074	9.1997	9.0028	8.6221	8.5699	8.1749	8.7814	9.0634	9.2574	8.8704	7.8074	9.2288	7.4009	8.7347	9.0821	7.6935	9.1215	8.3619	8.7682	8.8074	8.4594	8.96	8.3219	8.9744	8.0444	8.5962	8.8796	7.7482	8.7879	9.3354	9.2784	9.2288	7.7279	8.2992	9.5774	8.6618	9.5255	8.8765	8.2046	8.4388	8.7715	7.9542	9.4696	7.9715	9.3129	8.9039	8.9629	9.1293	9.4635	9.5333	8.0056	9.6777	8.2288	8.6221	9.1421	8.4553	8.9801	8.2046	8.4798	8.2621	9.4838	8.9629
GALK2	2585	9.7814	9.9099	9.8842	9.2046	9.5774	10.1836	9.4051	9.8842	9.9233	8.9278	9.8361	10.4263	9.983	9.4409	9.1497	8.8297	10.1215	9.4009	9.0715	10.6008	10.4041	10.9114	10.4263	9.6777	8.9773	9.3641	10.7731	9.6073	8.5962	10.3376	9.3987	9.9069	9.4696	9.9901	11.4491	9.6092	10.2312	8.8796	10.1111	9.5507	10.4105	9.0661	9.2621	9.8704	8.7448	9.3663	10.6751	9.5527	10.4988	9.8826	9.6777	10.9809	8.6865	9.4409	9.1724	9.2597	8.0607	9.6402	10.4019	9.1523	11.3231	9.1548	9.7279	9.5943	9.8765	10.5343	8.6366	8.4429	8.4136	8.9944	9.2479	9.0196	9.9643	9.9009	8.5078	9.5507	9.3129	8.6511	9.0954	10.2574	10.2009	10.3185	9.5275	9.6421	8.7415	9.0112	10.242	9.2691	10.4788	9.5981	9.1923	9.0607	9.3597	9.4594	8.7912	10.6821	9.224	9.7245	9.2831	9.2784	9.4094	9.8948	9.4858	9.3061	10.128	9.2738
GALM	130589	10.9506	10.9462	10.5603	10.3276	9.9039	11.1222	10.1485	9.9352	9.0795	9.3038	10.5421	9.5353	9.8057	9.0334	9.545	9.5157	9.8439	9.6384	9.7245	11.1092	10.9873	10.8564	9.6147	9.9278	9.6294	10.2095	11.7916	9.4959	8.1189	10.1849	10.3652	9.8313	10.3365	10.4808	10.7254	10.3443	10.599	10.0647	9.1724	9.4696	10.9241	10.007	10.5048	10.352	9.7748	10.0954	11.1059	10.1911	10.7682	9.8533	10.2656	9.7879	10.1824	10.3934	9.5622	9.6582	8.4919	10.1163	9.7781	10.137	10.5265	10.7457	10.6018	10.585	9.9701	10.2192	9.7056	9.9144	9.545	9.2784	9.6366	9.9972	9.7912	10.1699	10.0251	10.1536	9.4409	9.8796	9.4818	10.7524	10.5906	9.9248	9.7296	10.0403	9.4346	10.6671	11.2342	10.2538	10.2515	10.0755	10.4157	9.3902	9.9542	9.7649	9.9189	10.7871	9.4959	11.1536	10.2715	10.128	10.0941	10.2095	10.4696	10.1536	10.6357	9.8872
