Hugo_Symbol	Entrez_Gene_Id	01CO001	01CO005	01CO006	01CO008	01CO013	01CO014	01CO015	01CO019	01CO022	05CO002	05CO003	05CO005	05CO006	05CO007	05CO011	05CO014	05CO015	05CO020	05CO026	05CO028	05CO029	05CO032	05CO033	05CO034	05CO035	05CO037	05CO039	05CO041	05CO044	05CO045	05CO047	05CO048	05CO049	05CO050	05CO053	05CO054	05CO055	06CO001	06CO002	09CO005	09CO006	09CO008	09CO011	09CO013	09CO014	09CO015	09CO018	09CO019	09CO022	11CO005	11CO007	11CO008	11CO010	11CO018	11CO019	11CO020	11CO021	11CO022	11CO027	11CO030	11CO031	11CO032	11CO033	11CO036	11CO037	11CO039	11CO042	11CO043	11CO044	11CO045	11CO047	11CO048	11CO051	11CO052	11CO053	11CO054	11CO057	11CO058	11CO059	11CO060	11CO061	11CO062	11CO070	11CO072	11CO077	11CO079	14CO002	14CO003	14CO005	15CO001	15CO002	16CO002	16CO003	16CO006	16CO011	16CO012	20CO001	20CO003	20CO004	20CO007	21CO006	21CO007	22CO004	22CO006	24CO005	27CO004
PRKAR2B	5577	10.3783	7.3663	8.9629	7.9248	7.4512	10.8017	8.0875	7.4838	9.5887	9.2312	9.8025	8.4471	7.0112	8.983	8.2527	8.5314	9.014	7.7415	7.5925	8.4471	9.2668	10.9491	9.875	8.0768	7.7482	7.2479	7.4263	7.9189	10.0417	8.5196	6.5078	8.5661	8.697	5.6724	8.1799	7.2946	8.4263	7.2668	8.8918	7.8009	8.9009	8.0928	7.6795	6.1898	8.1241	8.6511	9.3129	7.6366	7.7879	8.2761	9.6421	9.7616	8.0715	8.3443	7.5774	8.6546	6.8704	7.7748	8.3923	7.6366	8.3443	8.5925	8.7582	8.7879	8.697	8.0768	7.2761	7.2095	7.8642	8.0768	6	8.5999	9.7211	8.3837	7.8887	6.2288	7.3309	9.0444	10.6812	6.9542	9.1898	10.1434	9.2167	6.6147	8.7347	7.3487	6.6439	7.5622	8.0168	7.7616	8.3399	7.8392	8.7715	7.8074	7.9129	8.7549	9.0498	8.5353	5.8826	8.3443	9.4073	7.8329	8.3966	9.2761	9.9278	8.4094
PRKCA	5578	10.3208	9.4179	10.2538	10.2935	9.733	8.1033	8.7748	9.4242	8.1948	10.0861	10.3955	9.5546	10.9993	9.7566	10.0835	10.2288	8.8074	10.007	10.1472	8.1599	8.9337	7.585	8.6689	10.2946	10.0014	9.1724	10.102	9.3729	8.9715	8.7748	9.2095	9.4553	9.2621	9.2992	8.6221	9.1033	8.8392	9.9643	10.2773	10.2773	8.7944	10.5167	8.9396	9.6402	9.2143	9.6689	9.207	8.633	9.6707	9.6092	9.1267	8.2761	9.8948	9.3129	10.1561	10.8463	9.7549	9.6812	9.255	8.7616	8.1799	8.9248	9.3197	7.9129	9.2597	8.8517	10	9.796	9.7682	9.7682	9.1267	9.9129	9.3106	8.8041	8.8549	9.7142	9.2143	9.4696	8.1898	8.817	7.9009	9.3309	9.3487	9.825	9.3663	9.3197	9.2456	8.8611	9.7245	10.7748	9.5584	9.1523	9.1923	9.2597	9.5372	8.4009	9.1573	8.9571	10.2761	9.8486	9.6653	9.683	9.6147	9.8502	8.4512	9.8025
PRKCB	5579	8.3576	5.8074	10.137	7.3487	7.6511	7.6653	6.6439	6.3399	5.3923	8.6618	7.4998	6.6724	7.9069	7.8202	5.8826	7.7004	8.4094	7.9366	6.5699	6.858	8.2432	6.9773	9.0444	7.9773	7.4594	6.9189	7.0334	8.0715	6.585	7.1599	5.2854	7.7682	8.2336	7.0875	6.7814	7.3663	7.5622	6.7549	7.9425	7.2384	7.5546	7.4094	7.6073	6.5699	8.5196	7.5999	7.8329	6.1898	7.4919	8.2143	7.585	6.6724	8.0112	7.8392	7.7279	7.0334	8.3619	8.2095	6.3576	7.5078	7.2192	7.7944	8.1189	8.1085	8.1137	6.6724	7.4919	5.9307	8.6402	8.5507	6.9425	9.1241	8.3219	9	7.7549	7.9773	7.5078	7.9944	7.8517	7.4094	8.0112	7.6724	8.2432	7.1189	7.5236	6.1497	6.5699	7.8642	8.1137	7.1898	8.1137	6.5699	8.1699	7.6865	8.2527	7.2384	8.6366	9.5546	5.7814	7.7549	8.5925	6.6439	7.5236	9.5255	8.2946	8.0168
PRKCD	5580	10.3106	10.1749	9.8424	10.6528	10.6046	9.8376	9.8057	10.6751	9.4818	9.7364	10.3015	9.5488	9.4939	10.1293	10.0526	10.218	9.3576	10.3955	10.2773	9.0928	9.0168	8.7448	9.1497	9.5353	10.6393	10.2969	10.1948	9.7944	10.5196	9.4429	9.6184	9.1421	10.4252	8.4757	9.1649	10.0238	9.8781	10.0389	10.062	9.3794	8.6402	10.242	9.3597	10.5068	9.8978	10.0888	9.7364	9.5565	10.0238	10.5333	9.0821	9.8025	10.0954	10.3487	10.1497	10.7381	10.2668	10.4959	9.7074	10.4009	8.8642	10.2609	10.3465	9.4778	9.7715	9.7863	10.4656	10.4231	10.3487	10.0715	10.4778	10.3826	9.7977	9.6653	9.9263	10.218	10.0566	10.568	9.3902	9.8202	9.6511	10.2644	9.5831	10.5362	9.6917	10.2691	9.9527	10.5038	9.9687	10.888	10.4767	9.2597	9.8471	10.1098	10.1824	9.2336	9.7764	9.2408	10.2155	9.1007	9.8265	9.4838	10.1306	10.0566	9.8994	10.0348
PRKCDBP	NA	7.6653	6.8455	7.3663	4.585	5.8329	9.1624	8.3129	7.3487	9.2808	9.6421	7.8074	9.3685	8.6935	9.2336	8.4094	7.3663	10.3859	7.7004	8.1033	7.0661	7.4594	9.3837	9.2574	8.3487	7.6653	8.9484	6.858	9.0417	9.0901	9.1293	7.3663	9.9873	8.0056	7.9887	8.4263	6.6724	9.4998	7.4094	8.9425	7.3837	8.0056	7.1898	7.0334	7.8765	8.1548	8.5925	9.4179	8.0334	7.4998	8.7715	8.8009	10.1383	8.5774	8.8455	8.1293	7.9189	8.1699	7.5078	9.1874	8.5661	9.9189	9.4009	9.0417	9.1085	8.29	8.2192	8.2574	8.5157	7.8074	8.8918	8.5699	8.9039	8.4263	9.1497	8.1137	7.8138	7.7748	9.1215	9.0634	7.7279	9.3923	9.9084	9.445	8.0928	9.5812	7.9658	7.4594	6.6294	9.2143	7.8517	8.9887	8.5507	9.6935	9.4073	9.0688	8.9744	9.6275	8.5196	8.1293	7.5699	9.1163	7.2192	7.4998	9.0848	9.8704	9.4471
PRKCE	5581	8.9715	8.4051	7.8455	7.4512	7.098	7.6439	7.5157	7.8392	7.4263	8.224	7.6724	7.8826	7.2479	7.2668	8.2761	7.5999	7.7142	7.2668	7.2854	7.5469	7.0661	7.1699	7.8642	7.7944	7.5392	7.0768	8.2946	7.4512	7.5157	7.8517	7.2574	7.3923	8.0498	6.4594	6.8704	6.9189	7.8265	7.9189	7.9189	7.3576	8.2574	6.858	8.3663	7.0112	7.5622	6.9307	7.7074	7.7211	7.5546	7.6582	7.4512	7.7616	7.6511	7.375	7.9366	7.6795	7.0768	8.1189	8.0661	7.7142	7.9425	8.5078	7.7879	6.7814	7.9307	6.9189	7.6582	6.9542	6.9189	7.5392	7.3663	7.9009	7.2574	7.6294	6.6865	7.7074	6.585	7.7748	7.2946	7.4594	7.8642	7.7074	7.1293	7.6582	7.6366	8.1497	8.6653	7.1699	7.5392	7.7347	7.5925	9.1649	7.1497	8.0224	7.858	7.4263	7.8265	7.8765	7.5699	7.858	7.6511	8.7715	8.0661	8.0334	8.2336	7.8455
PRKCH	5583	9.2808	8.3264	9.6036	8.8392	8.7748	8.9801	8.8765	7.6724	7.2095	9.7665	8.4094	7.8704	8.0056	9.1267	8.4717	8.6036	9.1874	8.3174	8.3309	9.2574	8.7448	8.8734	9.4429	8.4878	8.8009	8.4094	8.4009	8.7879	9.3083	8.7515	7.1699	8.9307	8.69	7.4512	8.2527	8.6221	8.8765	8.1548	8.6618	8.5196	8.1948	8.5314	8.2854	8.1497	9.1624	8.8549	8.6795	8.4676	9.2288	9.0875	8.8424	8.6795	8.9715	8.7549	8.4512	9.0498	8.7313	8.7074	7.9366	8.2192	9.2456	8.9069	9.2312	9.2119	8.7108	7.9189	8.7313	7.1497	8.9307	8.6439	8.5275	9.543	8.6475	9.3015	8.2384	8.9571	8.5236	8.4959	8.8138	8.388	9.4737	9.0768	9.0715	8.7039	8.7682	8.6036	8.1241	8.6366	8.8424	8.3309	8.7313	8.0553	9.1059	8.6653	9.0389	8.4512	9.1548	9.5546	8.1033	8.5736	8.983	8.5275	8.69	9.8345	9.6073	8.5314
PRKCI	5584	10.7254	10.6193	10.2656	11.3526	10.5793	10.4574	10.242	10.7356	10.4625	10.3399	10.8353	10.0688	9.3685	10.0674	10.1523	10.7507	10.3354	10.9958	10.5118	10.4252	10.7194	9.8281	10.3608	10.8033	10.6768	10.9293	10.6996	10.7237	10.6321	9.611	10.2969	11.2912	10.2515	9.8265	10.0566	10.1421	10.0755	10.4252	10.5971	10.543	10.643	10.6493	9.9614	10.8455	10.341	10.4252	10.8696	10.8696	10.4615	10.1586	11.2668	10.6303	10.1046	11.0224	10.3542	11.0539	10.2958	10.7168	10.6202	10.4242	10.4094	10.7356	10.6627	10.1472	10.3859	10.6978	10.3608	10.2119	10.8376	10.4189	10.1561	10.374	10.3163	10.268	10.5727	10.3837	10.4512	10.4543	10.9151	10.5584	10.1611	10.2324	11.0389	10.716	10.6221	10.7322	10.7855	10.2046	10.3298	10.6777	10.4367	9.8549	10.4062	10.6466	10.4336	10.5488	10.5265	10.6724	11.2264	10.4594	10.4221	10.4788	10.8361	10.2969	10.1624	10.567
PRKCQ	5588	6.2288	5	7.5622	4	7.4009	6.4094	7.1396	4.0875	7.1497	7.2854	6.4757	7.5236	5.9773	6.2288	7.0224	6.0661	7.0112	6.3576	8.3794	6.9773	7.1085	6.6147	7.1189	6.8704	7.6221	5.1699	7.7748	7.5157	7.0444	8.1189	5.7549	7.4757	7	7.0875	5.9542	6.7142	6	7.5999	7.098	8.0661	7.9773	7.6439	7.2574	6.2668	8.4346	6.9425	7.6366	6.8704	6.2095	6.4594	5.4263	4.9069	7.5774	6.7682	6.8826	4.7549	7.6795	6.2288	7.1599	7.0444	7.4757	6.3219	6.6294	6.9307	6.3399	6.0444	7.585	6.8948	6.7142	6.3923	7.1699	6.585	6.3576	8.1137	8.0279	7.6221	7.3837	7.8009	4.8074	7.0661	6.8948	5.3923	6.6294	6.5078	7.2761	6.9773	6.7549	5.8826	7.7347	4.5236	6.8704	8.2192	7.7616	7.2574	7.0553	6.1497	6.4263	7.8392	2.8074	7.0553	7.2479	6.7944	6.8826	7.6653	7.2192	7.0224
PRKCQ-AS1	439949	5.8074	6.4919	6.8826	4.3219	7.0553	6.585	6.9069	4.8074	6.9425	6.3923	6.6439	7.983	6.2854	6.4919	6.3923	7.0334	6.4594	5.7549	7.5469	8.0224	7.375	7.7004	6.3038	6.9658	7.1699	4.7549	7.858	6.6147	6.3038	7.9944	7.1085	7.4594	7.0661	7.3663	7.0553	6.7004	5.1293	7.1293	6.7682	7.7682	7.8517	7.8138	7.0334	6.5078	7.7004	6.9542	8.5622	7.1293	5.9307	6.5078	5.0875	5.8329	7.2479	6.7415	6.4263	5.9069	7.2761	5.6439	7.2854	7.2095	7.4346	7.1799	6.4594	7.6582	7.2761	7.3837	6.9069	7.8887	7	6.4594	7.2384	6.6724	7.0112	7.5546	7.9129	7.1799	7.5925	7.1599	5.1293	7.6653	6.2668	6.5999	6.8329	7.0661	6.6147	6.7279	7.3576	3.585	7.9129	4.8074	6.585	7.8138	7.1497	7.2479	7	5.9773	7.098	8.1396	5.7549	7.1898	7.098	7.2668	7.0112	7.1497	6.1293	7.2854
PRKCSH	5589	10.8533	12.0386	11.0761	11.7334	11.8455	11.0694	10.9114	11.66	11.2779	11.5078	12.0505	9.3038	10.952	12.0993	11.6515	12.1539	11.1636	12.2932	12.0651	10.3004	10.42	9.4533	10.3934	10.9129	12.1526	12.1895	11.3826	11.7461	12.4704	10.9211	11.3202	11.1624	11.4898	11.3826	10.6978	11.6138	10.5953	11.6497	11.0901	11.92	9.9322	11.4813	11.7628	11.4105	11.4873	11.3202	10.1124	11.3332	11.23	11.5416	10.7549	10.444	12.3671	12.1721	11.8416	11.5541	11.8005	11.0855	10.4009	11.2216	9.1573	11.3559	10.9396	11.4046	11.2324	10.2095	11.8895	12.168	12.294	12.1611	12.0593	11.8396	11.4231	10.6591	11.3208	10.9751	12.0875	11.5962	11.2521	10.8688	9.5078	11.8857	11.0492	11.6211	11.2033	11.8206	10.5915	12.4218	11.412	12.2258	11.6724	11.5751	10.8186	11.9129	12.0375	10.6865	10.9469	10.6926	11.5309	11.4722	10.8742	11.3309	11.2052	10.7082	9.1948	11.0423
PRKCZ	5590	8.4553	9.6036	8.5887	9.207	9.4818	9.1085	9.224	9.633	8.7142	8.5275	9.1344	9.6055	9.9381	8.5999	8.8361	9.4998	8.3264	9.3309	8.9425	8.5887	8.7682	8.7004	8.5353	9.42	9.5906	8.098	9.8642	9.3923	9.1189	8.5584	8.4676	9.0553	9.3837	8.8455	9.1111	9.6865	9.6883	9.6221	8.9915	9.0362	8.9744	9.3509	8.7448	9.0741	8.8329	9.0821	8.8918	9.7142	9.2946	8.8734	8.5999	9.8202	9.8719	9.2288	9.3219	8.5584	8.6475	9.1874	9.6018	9.3554	7.7415	8.5887	8.7814	8.676	9.5236	9.3151	9.1421	9.2046	8.8611	8.8455	8.4919	9.2384	8.6294	8.2668	8.4429	9.5275	8.8329	8.4136	8.3619	9.4284	7.9484	8.6795	8.7781	8.1799	9.236	9.5603	9.7731	9.2336	9.1799	9.0607	9.1215	9.8345	9.4656	8.9687	9.3219	8.7074	8.6475	8.5157	9.0715	8.6036	8.4009	8.8642	9.8297	9.0224	8.8329	8.9944
PRKD1	5587	6.3399	5.0444	6.7004	6.1085	5.1699	5.3219	6.375	6.1699	4.858	9.8297	6.6294	6.5078	5.8826	7.4676	6.0444	5.5546	7.0875	7.2479	7.1293	5.0444	5.7549	6.6865	7.4998	7.7616	7.4594	8.1447	3.8074	4.9069	8.0768	6.7279	7.1799	6.7944	5.6439	4.3923	5.9307	4.3923	7.3837	6.1699	8.0279	7.858	5.9773	7.8517	6.8948	7.0444	7.6221	6.2668	5.7549	6.2288	5.3219	7.9484	5.6439	7.3576	6.7004	7.2384	8.0112	7.5999	8.3399	5.8074	6.1497	7.4919	6.0875	6.7279	7.858	7.4346	7.3399	6.2479	6.9887	6.4429	7.2288	7.6865	7.7004	7.9009	7.0224	6.8826	6.9773	5.8074	6.9189	7.9425	6.5699	5.4263	6.9773	7.4009	7.7347	6.5546	8.388	6.8948	5.5236	5.9069	6.5546	7.0112	7.2095	6.1293	7.3576	6.4757	7.4179	6.8704	8.5736	8.2384	5.3923	6.3038	7.0224	6.858	4.7004	7.5925	7.8826	7.6935
PRKD2	25865	8.3576	9.0084	9.2192	8.9307	9.6221	8.6147	8.8734	9.1649	8.5196	9.6018	9.7515	8.1849	9.3242	9.8978	10.2216	9.5641	9.7482	9.4919	9.3443	8.1497	8.6511	7.7549	8.3038	9.0224	9.5333	9.3923	9.4898	9.7415	10.7822	8.8857	9.1111	9.0028	9.3129	9.2167	8.7515	9.6493	8.8455	9.1799	9.3619	9.3619	8.3219	9.2574	9.6653	9.9816	9.4115	8.5661	8.224	8.4717	9.2046	9.3729	8.7074	7.9307	9.9986	10.1712	9.4388	9.207	9.783	8.9629	8.0553	8.8796	8.2574	8.9687	8.8138	9.4325	8.683	7.8704	9.4979	9.5718	9.7465	10.0014	9.4115	9.8963	9.3309	8.7748	8.9887	9.1824	9.6546	9.0362	9.0688	8.7649	7.8392	8.8138	9.3772	9.6917	9.0661	9.7748	8.224	10.3309	8.4051	9.8392	9.1599	9.4179	8.7347	9.5372	9.7296	8.2715	8.8455	8.2527	8.9887	8.5275	8.6184	9.0279	8.6475	9.683	8.8826	9.3465
PRKD3	23683	10.6564	10.2831	11.0175	10.3454	9.6348	10.0782	11.0382	8.5887	9.3597	10.8329	9.6457	10.8057	9.8978	9.7381	10.3619	10.1241	11.0091	10.4398	10.5575	11.0941	10.2324	11.227	10.9159	10.1972	10.3674	10.4949	10.4645	10.5784	10.6644	10.1434	10.4378	9.8122	9.42	9.1799	10.7305	9.9144	9.9801	10.983	10.2912	10.6312	11.6537	9.9542	9.4635	10.973	10.3815	10.4367	11.1836	10.4336	10.062	10.0674	10.6502	10.6193	9.7347	10.1383	10.242	9.9425	10.6147	10.3869	9.8765	10.1447	11.196	10.4252	10.6484	10.224	9.8313	9.9233	9.3376	9.3038	10.6239	10.2288	9.8297	9.7599	10.4273	10.7797	10.8471	10.6996	10.1599	10.9396	10.6618	9.5177	10.8345	10.1923	9.8978	9.8486	10.4757	10.9658	10.4009	10.4676	9.8796	10.1836	10.4126	10.1536	10.7194	9.9586	10.2046	10.9374	10.8963	10.9337	10.1762	11.0573	10.4009	10.0701	10.3376	10.9629	10.7887	10.1662
PRKDC	5591	12.169	13.0546	12.2509	11.776	14.8191	10.1163	11.5314	12.0858	12.0217	12.438	12.9694	11.988	11.5172	11.7048	14.0366	12.8765	12.4888	13.4172	12.5435	11.1768	10.5603	10.3083	10.5167	12.4202	12.9379	12.6096	11.2935	12.5333	13.518	10.7202	12.3236	11.9344	12.5046	11.4299	10.9099	11.9564	11.0755	12.837	11.4903	11.7461	10.4522	12.3518	12.2597	12.5226	11.8341	12.6631	10.5285	10.6653	12.444	11.0987	10.9571	10.2021	11.8384	11.9252	12.6271	12.4078	12.4406	12.9832	11.3982	12.7669	10.3151	11.0341	11.4919	11.9798	12.0317	12.204	13.3545	10.6917	13.4405	12.7177	13.6837	12.4594	12.7674	11.713	11.8431	12.477	13.4295	11.8498	10.1228	12.9851	9.7515	11.7389	11.4189	12.3284	11.6913	12.7736	11.9958	12.5319	10.7952	12.8072	12.9805	11.4083	11.557	11.8746	11.4367	10.7448	11.6817	10.7039	11.4252	11.4383	11.7309	12.4949	11.5172	10.8122	11.4691	12.2079
PRKG1	5592	9.1163	7.9069	9.2761	8.3487	8.6147	7.8948	8.388	8.7814	7.7004	10.6294	7.8704	8.7177	7.5925	8.2715	9.3772	8.224	7.8265	8.5887	8.2574	8.3794	9.2738	8.7448	9.6421	9.2946	9.5507	8.8392	8.4676	7.3487	7.6724	8.9099	7.6294	8.4838	8.6147	5.4594	7.8887	7.3663	9.2408	8.5622	9.7074	8.5038	8.8138	8.9744	8.2621	7.9009	8.7279	8.7245	8.6036	8.4471	8.8009	9.1319	7.6582	9.3987	8.098	7.7814	9.3309	8.8329	9.0471	8.0768	8.5774	8.9629	8.2621	8.6402	8.7313	7.4998	9.5157	8.4136	8.4838	6.9887	7.7616	8.5812	8.6795	9.4094	8.0168	8.4594	8.4346	8.1396	8.6402	9.3923	8.3663	8.5622	9.0334	8.5812	8.8297	8.0389	9.8704	8.5038	7.6511	7.4429	9.1472	8.8424	8.8765	8.1799	9.7296	8.5546	8.9744	8.6294	9.6847	9.7415	7.2668	7.7748	9.5255	9.0362	9.4073	9.1189	9.6724	8.9396
PRKRA	8575	10.6502	10.137	10.0265	9.8796	9.2808	9.96	10.2252	9.8424	10.4848	9.716	10.0526	10.5546	10.242	10.0674	9.6184	10.0458	10.1636	9.7142	9.9469	10.8525	10.3015	10.058	10.3208	10.0154	9.7649	10.0741	9.4094	9.8933	9.9958	10.1649	10.2252	10.2946	9.7004	10.3004	10.6475	10.032	10.0154	10.1611	10.1662	9.9469	10.8194	10.1072	10.2228	10.6457	10.5206	9.8781	10.2264	10.2228	10.2668	9.4073	10.0593	10.1293	9.817	9.4656	9.5906	9.8345	9.8719	10.0238	9.9787	9.9144	10.0056	9.9643	9.8887	10.1935	9.6475	10.0334	9.5469	9.585	9.42	9.7004	9.6147	9.1699	9.6689	10.0861	9.9744	9.783	10.1523	9.9556	10.0375	9.7515	9.8297	9.5812	10.4398	9.7549	10.1861	10.2228	10.8757	9.3151	10.1202	9.9758	10.0701	10.4969	10.0967	9.6618	10.0375	10.7279	10.2715	10.1923	10.032	10.4409	10.0715	9.7004	10.0755	9.7296	10.2021	9.9986
PRKRIP1	79706	7.5999	7.9658	7.96	8.5314	8.0168	8.2046	8.6795	8.2761	8.3129	8.5314	7.9248	8.7279	8.4346	8.3794	8.4919	8.3531	8.2527	7.9944	7.8765	8.5275	8.4798	8.388	7.96	8.1599	8.1548	7.8202	8.0444	9.1007	8.3707	9.0661	9.3399	8.6294	7.9366	8.676	8.4179	8.7279	8.5392	9.1799	7.7682	8.0607	8.4717	8.2143	8.6582	8.9658	8.4717	8.7177	8.5392	8.4051	8.2946	8.1085	8.4221	8.4798	9.0224	8.1033	8.7715	7.8392	8.4959	8.8361	8.9396	8.7313	8.1849	8.3129	7.7879	8.5887	8.1599	8.5469	8.858	9.3083	8.4798	8.9009	8.098	8.0875	8.1293	8.5118	9.0741	8.2095	8.1849	8.6935	8.3219	8.7977	8.9454	7.2479	8.1033	8.3619	8.6147	8.3794	8.3174	8.6147	8.7347	8.0553	8.3083	8.8074	8.2336	8.3309	8.4717	8.1948	7.9425	8.4094	8.0444	8.4136	8.0821	8.7814	8.6221	8.3487	9.2715	8.3576
PRKX	5613	9.0741	9.4051	10.014	9.7125	9.9069	10.3399	8.1344	7.0224	9.8933	9.4429	9.825	7.8887	10.1059	10.0728	9.6636	8.1447	9.66	9.2992	10.3208	9.2715	9.2808	7.6795	8.8796	10.1046	9.2854	8.2946	9.3421	10.421	10.5048	9.3597	10.1072	9.4898	9.2408	9.8564	9.3576	9.3309	9.3966	9.5603	9.8826	9.611	7.5999	7.8009	10.0458	9.5831	10.0674	9.4179	9.8688	9.2808	9.8549	9.9039	10.5498	8.2946	9.3729	10.0526	9.8765	9.2046	10.4959	9.4325	8.6036	10.0182	8.9039	9.3772	9.0196	8.9744	8.8704	8.8455	9.8186	11.207	10.4481	10.0941	9.8297	9.7928	9.8361	10.115	9.8918	10.1911	10.0821	9.9744	9.7211	10.8313	8.5118	9.1649	9.5078	10.3163	9.6073	10.0967	9.7863	10.2033	10.9174	9.9586	9.944	7.4094	9.8994	9.1548	8.8826	9.8408	10.6891	9.2095	9.5333	8.7649	9.8471	9.4998	10.0471	9.7532	7.8455	10.1189
PRLR	5618	9.1189	9.5507	9.2992	11.2402	10.42	8.1293	9.4959	9.7296	8.8234	9.9929	9.4284	9.3987	4.2479	7.2095	10.1548	9.2644	7.4094	8.6724	9.8872	10.0196	9.6671	6.9307	7.4512	10.8122	10.8673	10.4543	9.058	5.4594	7.5078	8.9513	10.388	7.2668	10.1898	9.4998	9.2946	9.9396	10.4419	10.6165	10.9403	9.6724	9.2046	10.5372	10.2396	10.0875	10.1202	10.6266	8.6689	10.8194	9.9189	9.611	8.96	9.2877	10.3276	9.1649	9.2621	9.6847	10.5999	10.0056	9.9556	10.8057	10.3902	10.1787	10.2715	9.4898	10.8226	10.2444	9.9715	10.3794	8.8234	9.9337	8.4838	10.9556	8.1033	9.8281	9.973	10.5469	10.0715	9.7532	7.375	11.6926	7.2384	9.7448	8.9887	10.6698	10.2691	11.0607	8.5469	8.3309	9.9233	8.8361	9.4757	8.6147	11.2444	8.6439	9.9858	9.7398	10.0566	8.1997	9.9944	10.9851	8.983	11.4569	10.676	9.0056	8.5392	8.5774
PRMT1	3276	10.7065	11.1013	11.007	10.6865	11.6883	11.3365	12.0944	12.0413	11.774	10.7698	11.375	12.4589	11.6211	11.4067	11.2348	12.013	12.2033	11.8158	12.1749	12.6307	12.4067	12.7076	11.7944	11.5319	11.0848	11.6275	11.3129	12.2134	11.6768	11.9733	12.006	11.7389	11.4051	12.6407	12.4803	11.8443	11.463	11.2906	11.2929	11.4236	11.9629	11.5608	11.557	12.2952	11.2384	11.7789	12.6931	11.9919	11.9694	11.0334	11.8849	11.7368	11.664	10.9858	11.1196	11.3701	11.183	11.4564	11.9484	11.1706	11.9855	10.9106	11.4471	11.7822	11.4564	11.7402	11.1066	11.0987	11.6587	11.4661	11.4205	10.9922	11.6653	12.29	11.6939	11.3247	11.357	11.6129	11.3542	11.2432	11.9636	11.2755	12.1765	11.8994	11.4993	11.4651	12.5118	11.7305	11.8584	11.4574	11.5732	11.6834	11.1898	12.2402	11.1687	12.0802	10.7245	11.7258	11.5699	11.4553	11.5765	11.6452	11.0458	11.6402	13.0427	11.6861
PRMT2	3275	10.9174	10.9571	11.014	11.1053	10.3197	10.744	10.7211	10.6294	10.9196	11.0848	10.5708	10.9665	11.0861	10.66	10.5622	10.1624	10.4949	10.2372	10.4767	11.4189	11.3117	11.2825	10.8517	10.8834	11.2119	10.9851	10.6018	10.314	10.5755	10.9241	10.8872	10.8424	10.5859	10.6046	11.0941	10.7912	11.0396	10.5216	10.8033	11.1338	11.2113	10.9129	11.1131	10.6312	10.6294	10.8439	10.8765	11.2586	9.9801	11.0512	10.7448	11.1202	10.683	10.4105	10.7574	11.2137	10.5831	10.0348	11.3548	10.927	11.0464	10.821	11.0154	10.6129	10.8642	10.8033	10.7616	10.4221	10.3117	10.4041	10.275	10.4778	10.6266	10.9046	10.6698	10.5925	10.7985	11.1079	10.9166	10.224	11.3304	10.7339	10.8345	10.9715	10.9643	10.983	11.2726	10.388	11.2372	10.7557	10.3542	10.8549	10.9381	10.4273	11.0741	11.0881	11.2825	11.4793	11.4798	10.9723	10.7364	10.9958	10.9823	11.0974	11.3977	10.9076
PRMT3	10196	9.8811	10.2691	9.2216	9.6546	10.0993	9.5098	10.1799	10.5689	8.7482	9.1674	8.7682	11.0987	8.7977	9.1997	10.1241	10.2703	9.7056	9.4553	9.0821	10.6618	10.3815	10.4221	9.7797	9.3197	9.224	9.2784	9.4242	9.4073	9.2668	9.6812	10.2155	9.4263	9.9054	9.3815	9.8887	9.6795	9.4388	9.69	9.683	9.3729	10.275	9.9556	9.825	9.3729	9.4221	9.8313	10.7048	10.1319	9.6312	8.8074	10.0307	9.5098	9.2738	8.29	9.1874	10.0307	8.5999	9.6865	10.23	10.3869	10.1267	9.4284	8.5774	9.0741	10.1699	10.5098	9.2715	9.6036	9.7482	8.9366	9.9293	9.1997	9.2946	9.7682	10.1824	9.4553	9.4491	9.2923	8.8392	10.7039	10.2831	9.2312	10.2808	9.3242	9.1137	9.8439	10.4094	9.3219	9.4574	9.1997	9.6935	9.4959	9.7056	9.5294	9.2021	9.8734	9.1997	9.6653	10.3619	10.5392	10.4126	10.5255	9.6987	8.8796	9.8025	9.2119
PRMT5	10419	11.2378	10.445	10.5488	10.4242	11.3891	11.4553	11.0634	11.3449	11.4656	10.0251	11.388	11.357	10.933	11.1459	10.5236	11.3009	11.0868	10.341	10.952	11.3151	10.1812	11.6257	11.2497	10.545	9.6202	11.5177	11.1712	11.8361	11.2491	10.5755	11.0098	11.3264	10.978	11.5319	11.2883	10.8313	10.3945	9.611	10.3072	10.8305	10.8098	11.0077	10.2715	10.8098	10.1972	10.6064	11.611	10.1824	10.1215	10.6357	11.4924	11.0231	9.8009	10.7524	10.9894	11.1105	10.0795	10.3923	10.3837	10.6366	11.7194	10.2866	10.9241	11.3276	10.865	11.736	10.5362	10.1459	11.1183	10.4645	11.0348	10.6129	11.2088	10.9418	11.0681	10.2715	10.7194	10.5255	10.6193	11.204	11.9296	11.1611	11.2167	9.858	9.8765	9.9144	11.0654	11.0182	10.7202	11.1805	10.5411	11.294	10.0471	11.3315	10.1459	10.9106	10.7895	11.4445	11.5003	10.3674	10.3783	10.6812	9.8202	10.7356	10.3509	10.6138
